Year, Month,Monthly Anomaly, Monthly Unc.,  Annual Anomaly, Annual Unc,Five-Year Anomaly, Five-Year Unc., Ten-Year Anomaly, Ten-Year Unc.,  Twenty-Year Anomaly, Twenty-year Unc.
1965,11,-0.191,0.054,-0.088,0.04,-0.068,0.033,-0.03,0.026,-0.02,0.022
1965,12,0.022,0.054,-0.071,0.04,-0.07,0.032,-0.034,0.026,-0.019,0.022
1966,1,-0.164,0.049,-0.043,0.04,-0.076,0.032,-0.034,0.026,-0.019,0.022
1966,2,-0.025,0.058,-0.045,0.04,-0.085,0.032,-0.039,0.025,-0.018,0.022
1966,3,0.004,0.056,-0.021,0.041,-0.093,0.031,-0.041,0.025,-0.019,0.021
1966,4,-0.126,0.053,-0.041,0.04,-0.096,0.031,-0.044,0.025,-0.018,0.021
1966,5,-0.116,0.054,-0.037,0.04,-0.101,0.031,-0.045,0.025,-0.018,0.021
1966,6,0.067,0.057,-0.052,0.04,-0.105,0.03,-0.048,0.024,-0.018,0.021
1966,7,0.219,0.072,-0.042,0.039,-0.108,0.03,-0.049,0.024,-0.018,0.021
1966,8,-0.062,0.054,-0.064,0.039,-0.111,0.03,-0.05,0.024,-0.018,0.02
1966,9,0.05,0.087,-0.064,0.039,-0.106,0.03,-0.051,0.024,-0.017,0.02
1966,10,-0.173,0.067,-0.057,0.039,-0.098,0.029,-0.05,0.024,-0.017,0.02
1966,11,-0.134,0.057,-0.032,0.039,-0.09,0.029,-0.05,0.024,-0.017,0.02
1966,12,-0.165,0.055,-0.044,0.039,-0.089,0.029,-0.049,0.023,-0.016,0.02
1967,1,-0.048,0.053,-0.061,0.038,-0.091,0.028,-0.053,0.023,-0.015,0.019
1967,2,-0.281,0.05,-0.06,0.037,-0.088,0.028,-0.058,0.023,-0.013,0.019
1967,3,-0.002,0.055,-0.063,0.036,-0.081,0.028,-0.06,0.023,-0.012,0.019
1967,4,-0.045,0.059,-0.035,0.035,-0.074,0.028,-0.06,0.023,-0.01,0.019
1967,5,0.192,0.056,-0.037,0.035,-0.069,0.027,-0.058,0.023,-0.009,0.019
1967,6,-0.078,0.056,-0.021,0.034,-0.059,0.027,-0.057,0.022,-0.009,0.018
1967,7,0.019,0.059,-0.04,0.033,-0.057,0.027,-0.056,0.022,-0.007,0.018
1967,8,-0.056,0.052,-0.027,0.033,-0.049,0.026,-0.053,0.022,-0.006,0.018
1967,9,0.012,0.058,-0.004,0.032,-0.047,0.026,-0.053,0.022,-0.007,0.018
1967,10,0.163,0.054,-0.002,0.032,-0.04,0.026,-0.053,0.022,-0.007,0.018
1967,11,-0.154,0.055,-0.033,0.031,-0.039,0.026,-0.054,0.022,-0.007,0.018
1967,12,0.025,0.047,-0.033,0.031,-0.037,0.025,-0.053,0.021,-0.008,0.017
1968,1,-0.27,0.048,-0.051,0.031,-0.035,0.025,-0.05,0.021,-0.01,0.017
1968,2,-0.13,0.042,-0.059,0.031,-0.037,0.025,-0.051,0.021,-0.01,0.017
1968,3,0.28,0.061,-0.078,0.031,-0.031,0.025,-0.047,0.021,-0.01,0.017
1968,4,-0.023,0.069,-0.083,0.031,-0.032,0.024,-0.043,0.021,-0.009,0.017
1968,5,-0.179,0.055,-0.083,0.031,-0.03,0.024,-0.039,0.02,-0.009,0.016
1968,6,-0.076,0.056,-0.103,0.031,-0.034,0.024,-0.036,0.02,-0.009,0.016
1968,7,-0.204,0.054,-0.103,0.031,-0.03,0.024,-0.036,0.02,-0.009,0.016
1968,8,-0.156,0.051,-0.12,0.032,-0.034,0.023,-0.038,0.02,-0.009,0.016
1968,9,-0.209,0.057,-0.152,0.032,-0.038,0.023,-0.04,0.02,-0.009,0.016
1968,10,0.104,0.053,-0.14,0.032,-0.038,0.023,-0.041,0.019,-0.009,0.015
1968,11,-0.155,0.053,-0.114,0.031,-0.036,0.023,-0.042,0.019,-0.008,0.015
1968,12,-0.214,0.052,-0.1,0.031,-0.039,0.022,-0.042,0.019,-0.008,0.015
1969,1,-0.28,0.043,-0.09,0.03,-0.045,0.022,-0.043,0.019,-0.008,0.015
1969,2,-0.332,0.056,-0.077,0.03,-0.044,0.022,-0.046,0.018,-0.009,0.015
1969,3,-0.099,0.057,-0.056,0.029,-0.044,0.022,-0.044,0.018,-0.01,0.014
1969,4,0.116,0.059,-0.057,0.029,-0.041,0.022,-0.042,0.018,-0.011,0.014
1969,5,0.14,0.047,-0.04,0.029,-0.04,0.021,-0.04,0.018,-0.011,0.014
1969,6,0.082,0.053,0.001,0.028,-0.038,0.021,-0.04,0.018,-0.011,0.014
1969,7,-0.076,0.061,0.037,0.028,-0.044,0.021,-0.04,0.018,-0.012,0.014
1969,8,0.001,0.044,0.083,0.027,-0.045,0.021,-0.037,0.018,-0.011,0.014
1969,9,0.044,0.065,0.087,0.027,-0.046,0.021,-0.035,0.017,-0.01,0.014
1969,10,0.086,0.043,0.088,0.028,-0.045,0.021,-0.033,0.017,-0.008,0.013
1969,11,0.048,0.046,0.071,0.029,-0.048,0.021,-0.032,0.017,-0.007,0.013
1969,12,0.284,0.044,0.062,0.028,-0.044,0.02,-0.03,0.017,-0.004,0.013
1970,1,0.144,0.039,0.068,0.027,-0.045,0.02,-0.029,0.017,-0.002,0.013
1970,2,0.22,0.061,0.054,0.027,-0.04,0.02,-0.026,0.017,-0.001,0.013
1970,3,-0.041,0.05,0.062,0.027,-0.04,0.02,-0.023,0.016,0.002,0.013
1970,4,0.127,0.046,0.058,0.028,-0.042,0.02,-0.019,0.016,0.005,0.012
1970,5,-0.068,0.074,0.045,0.028,-0.042,0.019,-0.016,0.016,0.007,0.012
1970,6,-0.02,0.044,0.007,0.027,-0.04,0.019,-0.014,0.016,0.008,0.012
1970,7,-0.006,0.047,0,0.027,-0.031,0.019,-0.013,0.016,0.01,0.012
1970,8,-0.174,0.059,-0.041,0.026,-0.023,0.019,-0.014,0.016,0.012,0.012
1970,9,0.142,0.067,-0.059,0.026,-0.024,0.019,-0.011,0.016,0.013,0.012
1970,10,0.036,0.038,-0.078,0.026,-0.018,0.019,-0.013,0.015,0.013,0.012
1970,11,-0.109,0.042,-0.07,0.025,-0.009,0.019,-0.013,0.015,0.016,0.012
1970,12,-0.168,0.052,-0.08,0.026,-0.002,0.019,-0.014,0.015,0.016,0.011
1971,1,0.067,0.046,-0.09,0.026,0.004,0.019,-0.012,0.015,0.018,0.011
1971,2,-0.278,0.037,-0.077,0.026,0.008,0.019,-0.014,0.015,0.02,0.011
1971,3,-0.256,0.046,-0.086,0.025,0.014,0.018,-0.017,0.015,0.022,0.011
1971,4,-0.104,0.04,-0.09,0.025,0.014,0.018,-0.017,0.015,0.022,0.011
1971,5,0.026,0.051,-0.085,0.025,0.017,0.018,-0.019,0.015,0.022,0.011
1971,6,-0.131,0.057,-0.075,0.025,0.021,0.018,-0.021,0.015,0.023,0.011
1971,7,-0.125,0.067,-0.115,0.025,0.022,0.018,-0.023,0.015,0.025,0.011
1971,8,-0.017,0.057,-0.122,0.026,0.02,0.018,-0.024,0.015,0.027,0.011
1971,9,0.027,0.048,-0.102,0.026,0.018,0.018,-0.025,0.015,0.027,0.011
1971,10,-0.01,0.04,-0.091,0.027,0.014,0.018,-0.026,0.015,0.028,0.01
1971,11,-0.048,0.046,-0.095,0.026,0.011,0.018,-0.027,0.015,0.029,0.01
1971,12,-0.055,0.046,-0.071,0.025,0.01,0.018,-0.024,0.015,0.032,0.01
1972,1,-0.41,0.053,-0.062,0.025,0.011,0.018,-0.023,0.015,0.032,0.01
1972,2,-0.355,0.046,-0.039,0.025,0.014,0.018,-0.018,0.014,0.032,0.01
1972,3,-0.027,0.05,-0.042,0.025,0.011,0.018,-0.016,0.014,0.03,0.01
1972,4,0.03,0.04,-0.037,0.025,0.008,0.018,-0.013,0.014,0.03,0.01
1972,5,-0.018,0.065,-0.048,0.025,0.005,0.018,-0.011,0.014,0.032,0.01
1972,6,0.157,0.051,-0.029,0.025,-0.002,0.018,-0.008,0.014,0.032,0.01
1972,7,-0.016,0.049,0.029,0.025,-0.002,0.019,-0.005,0.014,0.034,0.01
1972,8,0.254,0.05,0.084,0.025,-0.003,0.018,-0.002,0.014,0.034,0.01
1972,9,-0.003,0.045,0.105,0.025,0.001,0.019,-0.002,0.014,0.035,0.01
1972,10,0.043,0.044,0.133,0.026,0.001,0.019,-0.003,0.015,0.036,0.01
1972,11,-0.181,0.035,0.161,0.025,0.007,0.018,0,0.015,0.036,0.01
1972,12,0.174,0.047,0.178,0.024,0.009,0.018,0,0.015,0.038,0.01
1973,1,0.286,0.039,0.193,0.024,0.01,0.018,0.003,0.015,0.04,0.01
1973,2,0.313,0.051,0.181,0.025,0.01,0.018,0.006,0.015,0.041,0.01
1973,3,0.225,0.05,0.19,0.026,0.009,0.018,0.005,0.015,0.043,0.01
1973,4,0.361,0.046,0.197,0.025,0.007,0.018,0.007,0.015,0.045,0.009
1973,5,0.322,0.047,0.213,0.025,0.004,0.018,0.009,0.015,0.047,0.009
1973,6,0.357,0.044,0.204,0.025,0.005,0.018,0.01,0.015,0.048,0.009
1973,7,0.171,0.058,0.158,0.026,0.005,0.018,0.012,0.015,0.048,0.009
1973,8,0.106,0.058,0.094,0.025,0.007,0.018,0.011,0.015,0.048,0.009
1973,9,0.101,0.051,0.057,0.025,0.004,0.018,0.014,0.015,0.049,0.009
1973,10,0.127,0.047,0.018,0.025,0.004,0.019,0.013,0.015,0.049,0.009
1973,11,0.012,0.046,-0.013,0.025,-0.002,0.019,0.016,0.015,0.05,0.009
1973,12,0.069,0.039,-0.039,0.026,-0.003,0.019,0.018,0.015,0.051,0.009
1974,1,-0.263,0.043,-0.054,0.026,-0.002,0.019,0.021,0.015,0.052,0.009
1974,2,-0.464,0.04,-0.047,0.027,-0.004,0.019,0.023,0.015,0.053,0.009
1974,3,-0.212,0.058,-0.067,0.027,-0.005,0.019,0.024,0.015,0.056,0.009
1974,4,-0.107,0.055,-0.086,0.027,-0.011,0.019,0.024,0.015,0.058,0.009
1974,5,-0.056,0.054,-0.101,0.028,-0.013,0.019,0.023,0.015,0.061,0.009
1974,6,0.042,0.049,-0.117,0.028,-0.01,0.019,0.023,0.015,0.061,0.009
1974,7,-0.003,0.044,-0.08,0.028,-0.001,0.019,0.024,0.015,0.061,0.009
1974,8,0.189,0.077,-0.032,0.029,0.009,0.019,0.025,0.015,0.063,0.009
1974,9,-0.141,0.053,0.002,0.028,0.013,0.019,0.027,0.016,0.065,0.009
1974,10,-0.1,0.042,0.024,0.028,0.018,0.019,0.028,0.016,0.067,0.009
1974,11,-0.17,0.036,0.051,0.028,0.025,0.019,0.029,0.016,0.068,0.01
1974,12,-0.116,0.049,0.058,0.027,0.029,0.019,0.032,0.016,0.068,0.01
1975,1,0.173,0.041,0.062,0.028,0.035,0.019,0.034,0.016,0.07,0.01
1975,2,0.119,0.046,0.032,0.027,0.036,0.02,0.036,0.016,0.07,0.01
1975,3,0.198,0.047,0.049,0.027,0.036,0.02,0.039,0.016,0.071,0.01
1975,4,0.147,0.045,0.05,0.027,0.036,0.02,0.042,0.016,0.073,0.01
1975,5,0.276,0.049,0.043,0.027,0.042,0.02,0.045,0.016,0.074,0.01
1975,6,0.118,0.049,0.045,0.028,0.04,0.02,0.047,0.016,0.076,0.01
1975,7,0.044,0.046,0.034,0.028,0.037,0.02,0.051,0.016,0.076,0.01
1975,8,-0.16,0.059,0.008,0.028,0.035,0.02,0.055,0.016,0.077,0.01
1975,9,0.056,0.051,-0.043,0.028,0.034,0.02,0.057,0.016,0.079,0.01
1975,10,-0.083,0.047,-0.062,0.028,0.031,0.02,0.058,0.016,0.079,0.01
1975,11,-0.254,0.039,-0.116,0.028,0.028,0.02,0.062,0.016,0.079,0.01
1975,12,-0.101,0.039,-0.138,0.027,0.022,0.02,0.065,0.016,0.08,0.01
1976,1,0.043,0.046,-0.147,0.027,0.021,0.02,0.071,0.016,0.082,0.01
1976,2,-0.183,0.044,-0.147,0.027,0.014,0.02,0.078,0.016,0.084,0.01
1976,3,-0.416,0.052,-0.154,0.027,0.014,0.02,0.085,0.016,0.086,0.01
1976,4,-0.087,0.039,-0.179,0.028,0.012,0.021,0.088,0.016,0.087,0.01
1976,5,-0.364,0.053,-0.174,0.028,0.014,0.021,0.09,0.017,0.089,0.01
1976,6,-0.153,0.059,-0.155,0.028,0.015,0.021,0.094,0.017,0.089,0.01
1976,7,-0.06,0.055,-0.145,0.029,0.021,0.021,0.099,0.017,0.089,0.011
1976,8,-0.158,0.059,-0.112,0.029,0.026,0.021,0.104,0.017,0.09,0.011
1976,9,-0.029,0.055,-0.055,0.028,0.031,0.021,0.105,0.017,0.09,0.011
1976,10,-0.39,0.039,-0.02,0.028,0.035,0.021,0.107,0.017,0.091,0.011
1976,11,-0.185,0.046,0.044,0.028,0.036,0.021,0.109,0.017,0.092,0.011
1976,12,0.124,0.043,0.088,0.029,0.036,0.021,0.114,0.017,0.093,0.011
1977,1,0.16,0.051,0.121,0.029,0.036,0.021,0.118,0.017,0.095,0.011
1977,2,0.217,0.055,0.16,0.029,0.036,0.021,0.122,0.017,0.099,0.011
1977,3,0.26,0.047,0.162,0.029,0.042,0.021,0.12,0.017,0.099,0.011
1977,4,0.336,0.043,0.199,0.03,0.048,0.021,0.12,0.017,0.1,0.011
1977,5,0.399,0.052,0.231,0.031,0.054,0.021,0.121,0.017,0.1,0.011
1977,6,0.375,0.058,0.225,0.031,0.067,0.021,0.121,0.017,0.102,0.011
1977,7,0.337,0.054,0.219,0.03,0.07,0.021,0.123,0.017,0.105,0.011
1977,8,0.314,0.053,0.216,0.03,0.076,0.021,0.122,0.017,0.106,0.011
1977,9,-0.004,0.056,0.21,0.029,0.077,0.021,0.123,0.017,0.108,0.011
1977,10,0.057,0.044,0.198,0.03,0.082,0.021,0.124,0.017,0.108,0.012
1977,11,0.192,0.041,0.174,0.03,0.084,0.021,0.125,0.017,0.109,0.012
1977,12,0.056,0.06,0.14,0.028,0.086,0.021,0.128,0.017,0.112,0.012
1978,1,0.082,0.04,0.123,0.028,0.092,0.021,0.131,0.017,0.115,0.012
1978,2,0.182,0.048,0.073,0.029,0.101,0.021,0.132,0.017,0.117,0.012
1978,3,0.188,0.047,0.078,0.028,0.104,0.021,0.133,0.017,0.118,0.012
1978,4,0.195,0.042,0.077,0.028,0.109,0.021,0.132,0.017,0.12,0.012
1978,5,0.117,0.045,0.072,0.028,0.119,0.021,0.133,0.017,0.123,0.012
1978,6,-0.032,0.043,0.077,0.028,0.125,0.021,0.132,0.017,0.125,0.012
1978,7,0.126,0.057,0.078,0.028,0.137,0.021,0.132,0.017,0.128,0.012
1978,8,-0.281,0.047,0.048,0.027,0.149,0.021,0.135,0.017,0.131,0.012
1978,9,0.052,0.051,0.043,0.027,0.165,0.021,0.138,0.017,0.134,0.012
1978,10,0.043,0.048,0.034,0.026,0.172,0.021,0.139,0.017,0.135,0.012
1978,11,0.14,0.05,0.026,0.026,0.182,0.021,0.142,0.017,0.136,0.012
1978,12,0.108,0.04,0.033,0.027,0.191,0.021,0.143,0.017,0.139,0.012
1979,1,0.096,0.038,0.022,0.026,0.199,0.021,0.147,0.018,0.14,0.012
1979,2,-0.176,0.042,0.06,0.025,0.211,0.02,0.151,0.017,0.143,0.012
1979,3,0.122,0.045,0.074,0.025,0.216,0.02,0.155,0.017,0.144,0.013
1979,4,0.098,0.045,0.093,0.024,0.225,0.02,0.157,0.017,0.145,0.013
1979,5,0.021,0.04,0.097,0.024,0.231,0.02,0.162,0.018,0.145,0.013
1979,6,0.051,0.05,0.143,0.024,0.239,0.02,0.162,0.018,0.145,0.013
1979,7,-0.015,0.038,0.167,0.025,0.237,0.02,0.163,0.018,0.147,0.013
1979,8,0.179,0.044,0.219,0.025,0.235,0.02,0.163,0.018,0.148,0.013
1979,9,0.226,0.048,0.229,0.024,0.227,0.02,0.165,0.018,0.15,0.013
1979,10,0.266,0.049,0.261,0.024,0.222,0.02,0.167,0.018,0.151,0.013
1979,11,0.19,0.034,0.293,0.024,0.218,0.02,0.167,0.018,0.151,0.013
1979,12,0.663,0.043,0.306,0.025,0.212,0.02,0.167,0.018,0.152,0.013
1980,1,0.375,0.053,0.342,0.025,0.211,0.02,0.168,0.018,0.154,0.013
1980,2,0.455,0.048,0.357,0.027,0.207,0.02,0.166,0.018,0.154,0.013
1980,3,0.245,0.052,0.361,0.028,0.21,0.02,0.165,0.018,0.158,0.013
1980,4,0.48,0.044,0.355,0.029,0.211,0.02,0.165,0.018,0.161,0.013
1980,5,0.397,0.047,0.368,0.029,0.208,0.02,0.165,0.018,0.163,0.013
1980,6,0.213,0.053,0.335,0.029,0.216,0.02,0.166,0.017,0.165,0.014
1980,7,0.411,0.038,0.367,0.029,0.224,0.02,0.165,0.017,0.167,0.014
1980,8,0.369,0.071,0.374,0.029,0.229,0.02,0.168,0.017,0.169,0.014
1980,9,0.269,0.044,0.399,0.028,0.232,0.02,0.168,0.017,0.17,0.014
1980,10,0.193,0.037,0.389,0.028,0.234,0.02,0.17,0.017,0.172,0.014
1980,11,0.349,0.038,0.375,0.027,0.238,0.019,0.172,0.018,0.174,0.014
1980,12,0.264,0.046,0.388,0.026,0.243,0.019,0.174,0.017,0.177,0.014
1981,1,0.755,0.048,0.388,0.026,0.244,0.019,0.176,0.018,0.179,0.014
1981,2,0.543,0.042,0.405,0.026,0.256,0.019,0.182,0.017,0.182,0.014
1981,3,0.549,0.036,0.403,0.025,0.263,0.019,0.188,0.017,0.184,0.014
1981,4,0.35,0.043,0.401,0.025,0.266,0.019,0.192,0.017,0.188,0.014
1981,5,0.233,0.04,0.387,0.025,0.27,0.019,0.197,0.017,0.189,0.014
1981,6,0.366,0.039,0.414,0.024,0.271,0.019,0.2,0.017,0.192,0.014
1981,7,0.414,0.039,0.357,0.024,0.274,0.019,0.201,0.017,0.196,0.014
1981,8,0.572,0.053,0.319,0.024,0.277,0.019,0.204,0.017,0.198,0.014
1981,9,0.245,0.048,0.253,0.025,0.28,0.019,0.205,0.017,0.2,0.014
1981,10,0.174,0.04,0.228,0.025,0.28,0.019,0.209,0.017,0.202,0.014
1981,11,0.18,0.042,0.219,0.026,0.288,0.019,0.21,0.017,0.203,0.014
1981,12,0.588,0.038,0.195,0.026,0.287,0.019,0.211,0.017,0.205,0.015
1982,1,0.067,0.042,0.181,0.026,0.289,0.019,0.213,0.017,0.209,0.015
1982,2,0.094,0.044,0.14,0.026,0.289,0.019,0.216,0.017,0.213,0.015
1982,3,-0.25,0.041,0.132,0.026,0.289,0.019,0.214,0.017,0.215,0.015
1982,4,0.056,0.046,0.13,0.026,0.286,0.019,0.213,0.017,0.216,0.015
1982,5,0.128,0.049,0.116,0.027,0.281,0.019,0.212,0.017,0.217,0.015
1982,6,0.073,0.046,0.11,0.027,0.267,0.019,0.212,0.017,0.218,0.015
1982,7,0.247,0.047,0.153,0.027,0.266,0.019,0.214,0.017,0.218,0.015
1982,8,0.079,0.063,0.187,0.028,0.255,0.019,0.214,0.017,0.218,0.015
1982,9,0.151,0.048,0.235,0.027,0.253,0.019,0.217,0.017,0.217,0.015
1982,10,0.142,0.041,0.255,0.027,0.249,0.019,0.219,0.017,0.218,0.015
1982,11,0.022,0.054,0.278,0.026,0.246,0.019,0.218,0.017,0.218,0.015
1982,12,0.507,0.058,0.291,0.026,0.246,0.018,0.223,0.017,0.218,0.015
1983,1,0.583,0.041,0.288,0.026,0.238,0.018,0.227,0.017,0.219,0.015
1983,2,0.503,0.043,0.316,0.027,0.235,0.018,0.229,0.017,0.22,0.015
1983,3,0.329,0.049,0.345,0.027,0.232,0.018,0.231,0.017,0.221,0.015
1983,4,0.3,0.043,0.35,0.026,0.232,0.018,0.234,0.017,0.22,0.015
1983,5,0.397,0.039,0.381,0.026,0.225,0.018,0.236,0.017,0.22,0.015
1983,6,0.237,0.042,0.352,0.026,0.223,0.018,0.241,0.017,0.22,0.015
1983,7,0.211,0.047,0.327,0.026,0.216,0.019,0.243,0.017,0.221,0.015
1983,8,0.406,0.048,0.286,0.026,0.216,0.018,0.25,0.017,0.221,0.015
1983,9,0.509,0.038,0.282,0.026,0.212,0.018,0.254,0.017,0.221,0.015
1983,10,0.2,0.04,0.268,0.026,0.211,0.018,0.257,0.017,0.222,0.015
1983,11,0.396,0.043,0.273,0.026,0.212,0.018,0.257,0.017,0.221,0.016
1983,12,0.155,0.046,0.255,0.026,0.208,0.018,0.259,0.017,0.222,0.016
1984,1,0.28,0.046,0.248,0.026,0.204,0.018,0.259,0.017,0.224,0.016
1984,2,0.016,0.045,0.229,0.026,0.197,0.018,0.263,0.017,0.226,0.015
1984,3,0.28,0.046,0.202,0.026,0.194,0.018,0.264,0.017,0.228,0.016
1984,4,0.125,0.04,0.196,0.026,0.193,0.018,0.266,0.017,0.231,0.016
1984,5,0.464,0.048,0.151,0.026,0.19,0.018,0.266,0.017,0.233,0.016
1984,6,0.013,0.042,0.123,0.026,0.182,0.019,0.267,0.017,0.235,0.016
1984,7,0.13,0.048,0.127,0.027,0.188,0.019,0.27,0.017,0.236,0.016
1984,8,0.187,0.052,0.11,0.026,0.196,0.019,0.272,0.017,0.236,0.016
1984,9,0.179,0.046,0.098,0.027,0.201,0.019,0.273,0.017,0.239,0.016
1984,10,0.126,0.037,0.104,0.026,0.204,0.019,0.274,0.017,0.242,0.016
1984,11,-0.137,0.05,0.083,0.026,0.206,0.019,0.273,0.017,0.244,0.016
1984,12,-0.188,0.05,0.101,0.027,0.212,0.019,0.272,0.017,0.246,0.016
1985,1,0.333,0.051,0.085,0.026,0.217,0.019,0.273,0.017,0.248,0.016
1985,2,-0.194,0.04,0.087,0.027,0.22,0.019,0.272,0.017,0.251,0.016
1985,3,0.137,0.046,0.08,0.027,0.225,0.019,0.278,0.017,0.253,0.016
1985,4,0.195,0.045,0.081,0.028,0.227,0.019,0.28,0.017,0.254,0.016
1985,5,0.214,0.048,0.087,0.028,0.229,0.019,0.281,0.017,0.255,0.016
1985,6,0.232,0.065,0.115,0.028,0.23,0.019,0.282,0.017,0.257,0.016
1985,7,-0.064,0.045,0.117,0.027,0.231,0.019,0.283,0.017,0.259,0.016
1985,8,0.214,0.047,0.177,0.027,0.228,0.019,0.283,0.017,0.263,0.016
1985,9,0.094,0.059,0.191,0.026,0.23,0.019,0.283,0.017,0.264,0.016
1985,10,0.139,0.057,0.202,0.027,0.234,0.019,0.286,0.017,0.267,0.016
1985,11,-0.066,0.05,0.209,0.026,0.234,0.019,0.287,0.017,0.27,0.016
1985,12,0.144,0.042,0.199,0.025,0.24,0.019,0.289,0.017,0.272,0.016
1986,1,0.355,0.063,0.217,0.025,0.243,0.019,0.286,0.017,0.273,0.016
1986,2,0.532,0.043,0.215,0.025,0.244,0.019,0.287,0.017,0.277,0.016
1986,3,0.304,0.041,0.21,0.026,0.244,0.019,0.284,0.017,0.28,0.016
1986,4,0.319,0.048,0.209,0.026,0.248,0.019,0.287,0.017,0.281,0.016
1986,5,0.299,0.037,0.212,0.026,0.243,0.019,0.288,0.017,0.284,0.016
1986,6,0.114,0.037,0.213,0.027,0.248,0.019,0.291,0.017,0.286,0.016
1986,7,0.151,0.053,0.219,0.026,0.244,0.019,0.292,0.017,0.288,0.016
1986,8,0.193,0.052,0.22,0.026,0.249,0.019,0.292,0.017,0.291,0.016
1986,9,0.041,0.058,0.2,0.027,0.249,0.019,0.295,0.017,0.293,0.016
1986,10,0.119,0.035,0.192,0.026,0.252,0.019,0.297,0.017,0.295,0.016
1986,11,-0.024,0.049,0.187,0.026,0.245,0.019,0.298,0.017,0.298,0.016
1986,12,0.152,0.039,0.214,0.026,0.247,0.019,0.296,0.017,0.299,0.016
1987,1,0.421,0.039,0.248,0.027,0.251,0.019,0.301,0.017,0.3,0.016
1987,2,0.551,0.04,0.254,0.027,0.254,0.019,0.304,0.017,0.301,0.016
1987,3,0.069,0.048,0.285,0.025,0.257,0.019,0.31,0.017,0.302,0.016
1987,4,0.218,0.042,0.301,0.025,0.261,0.019,0.312,0.017,0.303,0.016
1987,5,0.239,0.046,0.31,0.025,0.265,0.019,0.313,0.018,0.302,0.016
1987,6,0.434,0.048,0.348,0.025,0.278,0.019,0.315,0.018,0.303,0.016
1987,7,0.562,0.056,0.365,0.026,0.28,0.019,0.314,0.018,0.304,0.016
1987,8,0.268,0.046,0.345,0.026,0.289,0.019,0.314,0.018,0.304,0.016
1987,9,0.409,0.052,0.377,0.025,0.302,0.019,0.312,0.018,0.307,0.016
1987,10,0.312,0.042,0.403,0.025,0.311,0.019,0.312,0.018,0.309,0.016
1987,11,0.086,0.036,0.421,0.025,0.316,0.019,0.311,0.018,0.311,0.016
1987,12,0.608,0.045,0.43,0.026,0.319,0.019,0.308,0.018,0.314,0.016
1988,1,0.625,0.04,0.416,0.026,0.329,0.019,0.308,0.018,0.316,0.016
1988,2,0.313,0.04,0.436,0.026,0.331,0.019,0.307,0.018,0.32,0.016
1988,3,0.453,0.04,0.443,0.027,0.334,0.019,0.308,0.018,0.321,0.016
1988,4,0.525,0.04,0.454,0.026,0.34,0.019,0.308,0.018,0.324,0.016
1988,5,0.454,0.039,0.456,0.026,0.349,0.019,0.307,0.018,0.326,0.016
1988,6,0.54,0.041,0.44,0.027,0.355,0.019,0.308,0.018,0.33,0.016
1988,7,0.4,0.041,0.392,0.027,0.356,0.019,0.309,0.018,0.333,0.016
1988,8,0.511,0.044,0.392,0.027,0.358,0.019,0.307,0.018,0.338,0.016
1988,9,0.486,0.038,0.377,0.027,0.357,0.019,0.304,0.018,0.34,0.016
1988,10,0.449,0.043,0.358,0.027,0.362,0.019,0.305,0.018,0.342,0.016
1988,11,0.104,0.041,0.325,0.027,0.364,0.019,0.301,0.018,0.342,0.016
1988,12,0.422,0.046,0.294,0.028,0.373,0.019,0.301,0.018,0.345,0.016
1989,1,0.042,0.041,0.289,0.028,0.381,0.019,0.301,0.018,0.347,0.017
1989,2,0.316,0.043,0.276,0.027,0.387,0.019,0.301,0.018,0.351,0.016
1989,3,0.28,0.042,0.267,0.027,0.395,0.019,0.301,0.018,0.352,0.016
1989,4,0.294,0.038,0.262,0.027,0.4,0.019,0.304,0.018,0.353,0.016
1989,5,0.056,0.053,0.261,0.027,0.406,0.02,0.303,0.018,0.354,0.016
1989,6,0.162,0.045,0.272,0.026,0.409,0.02,0.308,0.018,0.356,0.017
1989,7,0.345,0.048,0.307,0.026,0.413,0.02,0.31,0.018,0.358,0.017
1989,8,0.352,0.041,0.312,0.026,0.412,0.02,0.31,0.018,0.359,0.017
1989,9,0.387,0.046,0.365,0.026,0.419,0.02,0.313,0.018,0.36,0.017
1989,10,0.385,0.037,0.398,0.027,0.419,0.02,0.316,0.018,0.361,0.017
1989,11,0.096,0.053,0.439,0.027,0.42,0.02,0.321,0.018,0.362,0.017
1989,12,0.55,0.043,0.459,0.026,0.418,0.02,0.325,0.018,0.362,0.017
1990,1,0.463,0.043,0.473,0.027,0.41,0.02,0.328,0.018,0.361,0.017
1990,2,0.376,0.035,0.475,0.027,0.408,0.02,0.337,0.018,0.362,0.017
1990,3,0.912,0.043,0.465,0.028,0.399,0.02,0.341,0.018,0.363,0.017
1990,4,0.691,0.046,0.473,0.029,0.396,0.02,0.344,0.018,0.364,0.017
1990,5,0.543,0.046,0.503,0.028,0.393,0.02,0.344,0.018,0.364,0.017
1990,6,0.411,0.055,0.501,0.028,0.387,0.02,0.348,0.018,0.365,0.017
1990,7,0.514,0.051,0.499,0.027,0.384,0.02,0.354,0.018,0.366,0.017
1990,8,0.368,0.048,0.518,0.027,0.387,0.02,0.357,0.018,0.366,0.017
1990,9,0.271,0.076,0.465,0.027,0.386,0.02,0.36,0.018,0.367,0.017
1990,10,0.479,0.05,0.461,0.027,0.383,0.02,0.364,0.018,0.368,0.017
